,precision,recall,f1-score,support
0,0.9999859856665013,0.9999868898051961,0.9999864377356444,2212019.0
1,0.9998319853537577,0.9998204002178371,0.9998261927522377,172606.0
accuracy,0.9999748388111338,0.9999748388111338,0.9999748388111338,0.9999748388111338
macro avg,0.9999089855101295,0.9999036450115166,0.9999063152439411,2384625.0
weighted avg,0.9999748386819729,0.9999748388111338,0.9999748387439347,2384625.0
