,precision,recall,f1-score,support
0,0.8386231391409062,1.0,0.9122295061866257,1666501.0
1,0.0,0.0,0.0,320686.0
accuracy,0.8386231391409062,0.8386231391409062,0.8386231391409062,0.8386231391409062
macro avg,0.4193115695704531,0.5,0.45611475309331284,1987187.0
weighted avg,0.7032887695025478,0.8386231391409062,0.7650167720951868,1987187.0
