,0
0,0.0800477251842982
1,3.839659978137987
2,1847.0588333333333
3,5432.525980392157
4,1.596003493756674
5,650.3728286384977
6,1.9018217918290508
7,26.397868133962174
8,2.3761197069931637
9,7.789142497689407
10,98.98493211861378
11,5.6706081305805
12,6.805732673784148
13,12738.336781609196
14,5.821083289999632
