,precision,recall,f1-score,support
0,0.7562497544622395,0.9986597955972124,0.8607124226842537,115654.0
1,0.7134935304990758,0.01026240927338952,0.02023378937988153,37613.0
accuracy,0.756098834060822,0.756098834060822,0.756098834060822,0.756098834060822
macro avg,0.7348716424806576,0.504461102435301,0.44047310603206763,153267.0
weighted avg,0.7457570205278213,0.756098834060822,0.6544519567360891,153267.0
