,precision,recall,f1-score,support
0,0.9998641018447079,0.9994347311686604,0.9996493704007258,228210.0
1,0.9985079978256093,0.9996410499866841,0.9990742026570384,86363.0
accuracy,0.9994913740212924,0.9994913740212924,0.9994913740212924,0.9994913740212924
macro avg,0.9991860498351586,0.9995378905776723,0.9993617865288821,314573.0
weighted avg,0.9994917964930045,0.9994913740212924,0.9994914636132771,314573.0
