precision,recall,f1-score,support
1.0,1.0,1.0,108244.0
1.0,1.0,1.0,205814.0
1.0,1.0,1.0,515.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,314573.0
1.0,1.0,1.0,314573.0
