,precision,recall,f1-score,support
0,0.9997225103563099,0.9679080418596321,0.9835580732492873,156332.0
1,0.9547144946112325,0.9996030658438159,0.9766432591402466,105811.0
accuracy,0.9807013729147831,0.9807013729147831,0.9807013729147831,0.9807013729147831
macro avg,0.9772185024837712,0.983755553851724,0.980100666194767,262143.0
weighted avg,0.9815555436472908,0.9807013729147831,0.9807669882472401,262143.0
