,precision,recall,f1-score,support
0,0.9993986464448793,0.9588175759916686,0.9786876205543065,204529.0
1,0.8722219693866715,0.9979518866942063,0.9308605797641116,57614.0
accuracy,0.9674185463659147,0.9674185463659147,0.9674185463659147,0.9674185463659147
macro avg,0.9358103079157754,0.9783847313429375,0.954774100159209,262143.0
weighted avg,0.9714476537728203,0.9674185463659147,0.9681761549493264,262143.0
