,precision,recall,f1-score,support
0,0.9999849745318314,0.9987344368243869,0.9993593144664792,199911.0
1,0.998243771414797,1.0,0.9991211139449921,57977.0
2,0.9971671388101983,0.9997706624327424,0.9984672034391021,56685.0
accuracy,0.9991544093103986,0.9991544093103986,0.9991544093103986,0.9991544093103986
macro avg,0.9984652949189422,0.9995016997523765,0.9989825439501913,314573.0
weighted avg,0.9991562996264928,0.9991544093103986,0.9991546577883118,314573.0
