,precision,recall,f1-score,support
0,1.0,0.999995000799872,0.9999975003936881,200032.0
1,0.9998456710736149,1.0,0.9999228295819935,58308.0
2,1.0,0.9998577347820675,0.9999288623308257,56233.0
accuracy,0.9999713897886977,0.9999713897886977,0.9999713897886977,0.9999713897886977
macro avg,0.9999485570245383,0.9999509118606466,0.9999497307688358,314573.0
weighted avg,0.9999713942040809,0.9999713897886977,0.9999713899840941,314573.0
