,precision,recall,f1-score,support
0,0.7634546330355579,0.9754517988026632,0.8565304969417081,71492.0
1,0.7802404207362885,0.22383073496659242,0.3478673514962037,27838.0
accuracy,0.764804188060002,0.764804188060002,0.764804188060002,0.764804188060002
macro avg,0.7718475268859233,0.5996412668846278,0.6021989242189559,99330.0
weighted avg,0.7681589797385977,0.764804188060002,0.7139737201078015,99330.0
