,precision,recall,f1-score,support
0,0.7784079705858473,0.9394702950893107,0.8513888096008322,71436.0
1,0.6702508960573477,0.31508568150856814,0.42865852171580465,27894.0
accuracy,0.7641296687808316,0.7641296687808316,0.7641296687808316,0.7641296687808316
macro avg,0.7243294333215975,0.6272779882989394,0.6400236656583185,99330.0
weighted avg,0.7480351382401514,0.7641296687808316,0.7326770543379211,99330.0
