,precision,recall,f1-score,support
0,0.9997717681910068,0.9623006088211823,0.9806783811690745,223054.0
1,0.8227781407405846,0.9987464504080432,0.9022625898449237,39089.0
accuracy,0.9677351674467752,0.9677351674467752,0.9677351674467752,0.9677351674467752
macro avg,0.9112749544657957,0.9805235296146128,0.9414704855069991,262143.0
weighted avg,0.9733796695905881,0.9677351674467752,0.9689855460864298,262143.0
