,precision,recall,f1-score,support
0,0.9994283001628324,0.9572970092260755,0.9779090791037769,204529.0
1,0.8681381725949635,0.9980560280487382,0.9285748889786031,57614.0
accuracy,0.9662550592615481,0.9662550592615481,0.9662550592615481,0.9662550592615481
macro avg,0.9337832363788979,0.9776765186374068,0.95324198404119,262143.0
weighted avg,0.9705732500196083,0.9662550592615481,0.9670663710021996,262143.0
