,precision,recall,f1-score,support
0,1.0,0.9958547368578011,0.9979230637051648,134129.0
1,0.9960085151676423,1.0,0.9980002666311159,138491.0
2,0.9999761643705011,1.0,0.9999880820432145,41953.0
accuracy,0.9982325247239909,0.9982325247239909,0.9982325247239909,0.9982325247239909
macro avg,0.9986615598460479,0.998618245619267,0.9986371374598318,314573.0
weighted avg,0.9982395669619374,0.9982325247239909,0.9982324533373143,314573.0
