,precision,recall,f1-score,support
0,1.0,0.9984376046246903,0.9992181915654039,134409.0
1,0.998480364133699,1.0,0.9992396043045638,137981.0
2,1.0,1.0,1.0,42183.0
accuracy,0.9993324284029462,0.9993324284029462,0.9993324284029462,0.9993324284029462
macro avg,0.999493454711233,0.9994792015415634,0.9994859319566559,314573.0
weighted avg,0.9993334428686884,0.9993324284029462,0.999332421255678,314573.0
