,precision,recall,f1-score,support
0,0.9945776802990199,0.9998655106353381,0.9972145857038043,1732479.0
1,0.9990509048990416,0.9629222482214929,0.9806539318879259,254708.0
accuracy,0.9951303022815668,0.9951303022815668,0.9951303022815668,0.9951303022815668
macro avg,0.9968142925990308,0.9813938794284155,0.9889342587958652,1987187.0
weighted avg,0.995151036551563,0.9951303022815668,0.995091921348545,1987187.0
