,precision,recall,f1-score,support
0,0.9999538247533953,0.9999832609803639,0.99996854265025,1732479.0
1,0.9998861213318306,0.9996859148515163,0.9997860080688701,254708.0
accuracy,0.9999451485944705,0.9999451485944705,0.9999451485944705,0.9999451485944705
macro avg,0.9999199730426129,0.99983458791594,0.9998772753595601,1987187.0
weighted avg,0.9999451468569015,0.9999451485944705,0.9999451462521485,1987187.0
