,precision,recall,f1-score,support
0,1.0,0.9990650099864784,0.9995322863394382,1987187.0
1,0.0,0.0,0.0,0.0
accuracy,0.9990650099864784,0.9990650099864784,0.9990650099864784,0.9990650099864784
macro avg,0.5,0.4995325049932392,0.4997661431697191,1987187.0
weighted avg,1.0,0.9990650099864784,0.9995322863394382,1987187.0
