,precision,recall,f1-score,support
0,0.9999837202193067,0.9999710585341147,0.9999773893366302,2211360.0
1,0.9996306832936126,0.9997922257813177,0.9997114480115883,173265.0
accuracy,0.9999580646852231,0.9999580646852231,0.9999580646852231,0.9999580646852231
macro avg,0.9998072017564597,0.9998816421577161,0.9998444186741092,2384625.0
weighted avg,0.999958068830543,0.9999580646852231,0.9999580662465495,2384625.0
