,precision,recall,f1-score,support
0,0.9977427074691513,0.9994655614972778,0.9986033913894551,2211667.0
1,0.9930116649619544,0.9710854658356364,0.9819261788323195,172958.0
accuracy,0.9974071394873407,0.9974071394873407,0.9974071394873407,0.9974071394873407
macro avg,0.9953771862155528,0.985275513666457,0.9902647851108872,2384625.0
weighted avg,0.9973995626770101,0.9974071394873407,0.9973937851287402,2384625.0
