,precision,recall,f1-score,support
0,0.7817059871063929,0.8864849632888206,0.8308048945098153,63877.0
1,0.29847136222910214,0.16324478780823368,0.2110556201682972,18898.0
accuracy,0.7213651464814256,0.7213651464814256,0.7213651464814256,0.7213651464814256
macro avg,0.5400886746677476,0.5248648755485271,0.5209302573390563,82775.0
weighted avg,0.6713807930148068,0.7213651464814256,0.6893126349325757,82775.0
