,precision,recall,f1-score,support
0,0.8311622031973666,0.983632300537537,0.900992358493828,66228.0
1,0.7535243292405639,0.20027799601136156,0.316447839579852,16547.0
accuracy,0.827037148897614,0.827037148897614,0.827037148897614,0.827037148897614
macro avg,0.7923432662189652,0.5919551482744493,0.60872009903684,82775.0
weighted avg,0.8156421319154189,0.827037148897614,0.7841399494999342,82775.0
