,precision,recall,f1-score,support
0,0.8418105917983139,0.8489681360409443,0.8453742139657228,60570.0
1,0.5782388197325957,0.5648277414996622,0.5714546075862854,22205.0
accuracy,0.772745394140743,0.772745394140743,0.772745394140743,0.772745394140743
macro avg,0.7100247057654547,0.7068979387703033,0.7084144107760041,82775.0
weighted avg,0.7711055335232396,0.772745394140743,0.7718932733477173,82775.0
