,precision,recall,f1-score,support
0,0.88673419672094,0.9582585910284745,0.9211100093275623,163339.0
1,0.07964362850971922,0.028664431812660932,0.042156407416669636,20583.0
accuracy,0.8542262480834266,0.8542262480834266,0.8542262480834266,0.8542262480834266
macro avg,0.4831889126153296,0.49346151142056777,0.48163320837211593,183922.0
weighted avg,0.7964114231240264,0.8542262480834266,0.8227449307174345,183922.0
