,precision,recall,f1-score,support
0,0.9290496599074607,0.9999598377444877,0.9632014236409507,174293.0
1,0.0,0.0,0.0,87850.0
2,0.0,0.0,0.0,0.0
accuracy,0.6648508638414911,0.6648508638414911,0.6648508638414911,0.6648508638414911
macro avg,0.30968321996915354,0.3333199459148292,0.32106714121365026,262143.0
weighted avg,0.6177042773381363,0.6648508638414911,0.6404110189120146,262143.0
