,precision,recall,f1-score,support
0,0.7802458906529871,0.9039753797504094,0.8375658088355514,70836.0
1,0.5848895398510924,0.34700749484050836,0.43558686512896266,27619.0
accuracy,0.7477324666091107,0.7477324666091107,0.7477324666091107,0.7477324666091107
macro avg,0.6825677152520397,0.6254914372954589,0.636576336982257,98455.0
weighted avg,0.7254437266918116,0.7477324666091107,0.7248010285173119,98455.0
