,precision,recall,f1-score,support
0,0.7818691021466806,0.887220752383487,0.8312200702546916,63877.0
1,0.29997084831406085,0.16335061911313367,0.2115180376169105,18898.0
accuracy,0.7219571126547871,0.7219571126547871,0.7219571126547871,0.7219571126547871
macro avg,0.5409199752303707,0.5252856857483104,0.521369053935801,82775.0
weighted avg,0.6718490091122035,0.7219571126547871,0.6897385962252288,82775.0
