,precision,recall,f1-score,support
0,0.9998397717128404,1.0,0.9999198794376299,262084.0
1,1.0,0.29310344827586204,0.4533333333333333,58.0
3,0.0,0.0,0.0,1.0
accuracy,0.999839782103661,0.999839782103661,0.999839782103661,0.999839782103661
macro avg,0.6666132572376134,0.4310344827586207,0.4844177375903211,262143.0
weighted avg,0.9998359930632826,0.999839782103661,0.999795130962357,262143.0
