,precision,recall,f1-score,support
0,0.9999885534192844,1.0,0.999994276676886,262084.0
1,1.0,0.9137931034482759,0.9549549549549551,58.0
3,0.0,0.0,0.0,1.0
accuracy,0.9999771117290944,0.9999771117290944,0.9999771117290944,0.9999771117290944
macro avg,0.6666628511397614,0.6379310344827586,0.6516497438772804,262143.0
weighted avg,0.9999847412837258,0.9999771117290944,0.9999804968889972,262143.0
