,precision,recall,f1-score,support
0,0.9999313317819403,0.9999923697322539,0.9999618498256537,262114.0
1,0.8461538461538461,0.3793103448275862,0.5238095238095238,29.0
accuracy,0.9999237057636481,0.9999237057636481,0.9999237057636481,0.9999237057636481
macro avg,0.9230425889678933,0.6896513572799201,0.7618856868175887,262143.0
weighted avg,0.9999143198949808,0.9999237057636481,0.9999091746924078,262143.0
