precision,recall,f1-score,support
1.0,0.9991597374179431,0.9995796921244812,57125.0
0.3175953107779934,1.0,0.48208324389142615,65128.0
0.0,0.0,0.0,139890.0
0.46617685766928735,0.46617685766928735,0.46617685766928735,0.46617685766928735
0.4391984369259978,0.6663865791393143,0.4938876453386358,262143.0
0.2968202370475243,0.46617685766928735,0.33759477621287537,262143.0
