,precision,recall,f1-score,support
0,0.9999459421644757,1.0,0.9999729703516558,314461.0
1,0.9682539682539683,0.7922077922077922,0.8714285714285714,77.0
2,1.0,0.8461538461538461,0.9166666666666666,26.0
3,0.6,0.6666666666666666,0.631578947368421,9.0
accuracy,0.9999268850155608,0.9999268850155608,0.9999268850155608,0.9999268850155608
macro avg,0.892049977604611,0.8262570762570762,0.8549117889538287,314573.0
weighted avg,0.9999267466519338,0.9999268850155608,0.9999240804951843,314573.0
