,precision,recall,f1-score,support
0,0.9996089365936788,1.0,0.9998044300567153,314404.0
1,1.0,0.1981981981981982,0.33082706766917297,111.0
2,1.0,0.47619047619047616,0.6451612903225806,42.0
3,1.0,0.25,0.4,16.0
accuracy,0.9996089937788685,0.9996089937788685,0.9996089937788685,0.9996089937788685
macro avg,0.9999022341484197,0.48109716859716856,0.5939481970121172,314573.0
weighted avg,0.9996091466870932,0.9996089937788685,0.9994905176421891,314573.0
