,precision,recall,f1-score,support
0,0.9999122592852565,0.999996184866127,0.9999542203147354,262114.0
1,0.8571428571428571,0.20689655172413793,0.33333333333333326,29.0
accuracy,0.9999084469163777,0.9999084469163777,0.9999084469163777,0.9999084469163777
macro avg,0.9285275582140569,0.6034463682951324,0.6666437768240343,262143.0
weighted avg,0.9998964651856157,0.9999084469163777,0.999880474284048,262143.0
