,precision,recall,f1-score,support
0,0.999990752471402,1.0,0.9999953762143217,108136.0
1,1.0,0.9999951443582298,0.9999975721732206,205946.0
2,1.0,1.0,1.0,491.0
accuracy,0.9999968210876331,0.9999968210876331,0.9999968210876331,0.9999968210876331
macro avg,0.9999969174904674,0.9999983814527432,0.9999976494625141,314573.0
weighted avg,0.9999968211170301,0.9999968210876331,0.9999968210911234,314573.0
