,precision,recall,f1-score,support
0,0.997400731670648,0.9995044947017762,0.9984515050167223,298685.0
1,0.9947726912719784,0.9988071570576541,0.9967858418316733,12575.0
2,0.9631458966565349,0.7651675218834892,0.8528174936921782,3313.0
accuracy,0.9970086434627257,0.9970086434627257,0.9970086434627257,0.9970086434627257
macro avg,0.9851064398663872,0.9211597245476398,0.9493516135135246,314573.0
weighted avg,0.9969349133187392,0.9970086434627257,0.9968511413679979,314573.0
