precision,recall,f1-score,support
0.9999745598051281,1.0,0.9999872797407612,314455.0
0.9390243902439024,0.9166666666666666,0.9277108433734941,84.0
1.0,0.9130434782608695,0.9545454545454545,23.0
0.7142857142857143,0.45454545454545453,0.5555555555555556,11.0
0.9999523163144961,0.9999523163144961,0.9999523163144961,0.9999523163144961
0.9133211660836862,0.8210638998682477,0.8594497833038164,314573.0
0.9999482962465286,0.9999523163144961,0.9999491164794503,314573.0
