,0
0,0.08004698800658831
1,3.829430596804763
2,1914.050604490501
3,4992.050900900901
4,1.5970626339309517
5,648.6598185542874
6,1.9039390112957952
7,26.30669515162305
8,2.3759133961916277
9,7.811460249659907
10,98.99819554245389
11,5.678409460640018
12,6.786478302270967
13,14486.73594771242
14,5.813525642538838
