,precision,recall,f1-score,support
0,0.7867443554260742,0.8916955588575203,0.8359387091781457,60570.0
1,0.5355752212389381,0.34068903400135103,0.41646022570878066,22205.0
accuracy,0.7438840229537904,0.7438840229537904,0.7438840229537904,0.7438840229537904
macro avg,0.6611597883325062,0.6161922964294356,0.6261994674434632,82775.0
weighted avg,0.7193663955997335,0.7438840229537904,0.7234105336971762,82775.0
