,precision,recall,f1-score,support
0,0.9869919921801571,0.9998248126256779,0.9933669589039023,131288.0
1,0.999821909746957,1.0,0.9999109469437378,129125.0
2,0.0,0.0,0.0,1730.0
accuracy,0.9933128101837546,0.9933128101837546,0.9933128101837546,0.9933128101837546
macro avg,0.6622713006423714,0.666608270875226,0.66442596861588,262143.0
weighted avg,0.9867980787792322,0.9933128101837546,0.9900346845984278,262143.0
